,Text,Close,Return,Label
1,接任欧盟轮值主席国 　葡萄牙担子不轻,371.4442443847656,0.005067914145223007,1
2,联大通过联合国2021年常规预算,371.4442443847656,0.005067914145223007,1
3,亚马逊在华一审败诉 　被判不得使用AWS名称并赔偿7646万元,371.4442443847656,0.005067914145223007,1
4,俄罗斯通过“土耳其溪”管道向塞尔维亚和波黑供天然气,371.4442443847656,0.005067914145223007,1
5,2020年全球宏观经济速览：遭遇疫情剧烈冲击后温和复苏,371.4442443847656,0.005067914145223007,1
6,特斯拉Model 　Y长续航版降价超14万：下调至33.99万,371.4442443847656,0.005067914145223007,1
7,腾讯游戏：相关产品已在华为游戏中心恢复上架,371.4442443847656,0.005067914145223007,1
8,2020年澳门全年博彩毛收入下跌79.3%,371.4442443847656,0.005067914145223007,1
9,中俄数字经济示范项目办3专场 　创新特训营逾40人参加,371.4442443847656,0.005067914145223007,1
10,苏格兰首席大臣：我们将很快重返欧盟,371.4442443847656,0.005067914145223007,1
11,三大运营商将被迫从美股退市 　元旦后实施？受访人士：事情挺大！三大巨头这样回应,371.4442443847656,0.005067914145223007,1
12,89只基金翻倍！基民人均赚14% 　远超股民？,371.4442443847656,0.005067914145223007,1
13,“吊打”各大卫视 　B站跨年晚会冲上热搜！网友高呼：“爷青回”,371.4442443847656,0.005067914145223007,1
14,2020年特斯拉CEO马斯克财富增加最多 　达1400亿美元,371.4442443847656,0.005067914145223007,1
15,中非首个自贸协定今日生效！中企可以去从事哪些服务业？,371.4442443847656,0.005067914145223007,1
16,国产特斯拉Model 　Y正式登陆中国 　电动车市场竞争加剧,371.4442443847656,0.005067914145223007,1
17,美国旧金山无限期延长“居家令”和“旅行隔离令”,371.4442443847656,0.005067914145223007,1
18,日媒揽要1月1日：菅义伟发表新年感言 　强调控制疫情举办奥运会,371.4442443847656,0.005067914145223007,1
19,视频流媒体激战2020：优爱腾下沉求生 　B站以一敌三？,371.4442443847656,0.005067914145223007,1
20,全球疫情今夏或现拐点 　疫苗分配不均成隐忧,371.4442443847656,0.005067914145223007,1
21,全文来了！国家主席习近平发表二〇二一新年贺词,369.5665588378906,0.0014257939352910753,1
22,证监会通报豫金刚石信息披露违法案件调查情况,369.5665588378906,0.0014257939352910753,1
23,12月31日晚间上市公司重要公告汇总,369.5665588378906,0.0014257939352910753,1
24,拼多多为啥“不怕”反垄断？,369.5665588378906,0.0014257939352910753,1
25,百度投资牧云文化完成交割 　再推MCN招募计划加码扶持,369.5665588378906,0.0014257939352910753,1
26,哔哩哔哩盘前涨逾5% 　今年已涨超400%,369.5665588378906,0.0014257939352910753,1
27,嘉楠科技(CAN.US)盘前涨逾25% 　比特币首次突破29000美元大关,369.5665588378906,0.0014257939352910753,1
28,哔哩哔哩盘前涨近6%,369.5665588378906,0.0014257939352910753,1
29,携程原副总裁周荣出任旅悦集团CEO,369.5665588378906,0.0014257939352910753,1
30,挪威首都附近发生山体滑坡 　10人受伤11人失踪,369.5665588378906,0.0014257939352910753,1
31,西瓜视频与BBC再合作 　免费独播奇幻喜剧《古宅老友记》第二季,369.5665588378906,0.0014257939352910753,1
32,新能源横扫2020美股涨幅榜：特斯拉飙升7倍 　蔚来涨超11倍,369.5665588378906,0.0014257939352910753,1
33,中国联通创新研究院区块链创新实验室落户海南,369.5665588378906,0.0014257939352910753,1
34,新华社与中国移动战略合作 　探索5G融媒体领域创新,369.5665588378906,0.0014257939352910753,1
35,莫迪新年前夕讲话：印度将于明年开启世界最大规模新冠疫苗接种项目,369.5665588378906,0.0014257939352910753,1
36,美股异动：区块链板块盘前涨幅扩大 　嘉楠科技(CAN.US)涨近40%,369.5665588378906,0.0014257939352910753,1
37,2020年全球上市公司市值10强榜 　腾讯升阿里跌,369.5665588378906,0.0014257939352910753,1
38,高通总裁安蒙：今年5G手机出货量超2亿部 　2021或超5亿部,369.5665588378906,0.0014257939352910753,1
39,百度新年发U奖金鼓励员工：没有一种坚持会被辜负,369.5665588378906,0.0014257939352910753,1
40,发改委、商务部发布2020年版海南自由贸易港外资准入负面清单,369.5665588378906,0.0014257939352910753,1
41,特斯拉上榜美国最佳汽车排行榜 　中国市场年交付量瞄准15万辆,369.0400085449219,-0.0019095762172760544,0
42,业绩对赌方延期支付补偿款 　东方铁塔6%股份或遭减持,369.0400085449219,-0.0019095762172760544,0
43,京东云与AI业务将和京东数科整合 　助力实体经济数字化转型,369.0400085449219,-0.0019095762172760544,0
44,携程数据：元旦前夕本地旅游热度同比上涨30%,369.0400085449219,-0.0019095762172760544,0
45,特斯拉：严格按照中国法律法规生产 　不存在“为产量不惜降低质量”现象,369.0400085449219,-0.0019095762172760544,0
46,和黄医药(HCM.US)抗癌药索凡替尼正式在中国获批,369.0400085449219,-0.0019095762172760544,0
47,特斯拉：不存在“为产量不惜降低质量”现象,369.0400085449219,-0.0019095762172760544,0
48,达内教育(TEDU.US)任命独立财务顾问和法律顾问，以协助评估私有化要约,369.0400085449219,-0.0019095762172760544,0
49,意大利部分医务人员公开反对接种疫苗 　政府将干预,369.0400085449219,-0.0019095762172760544,0
50,展望2021：明年美股、比特币、美元会怎么走？,369.0400085449219,-0.0019095762172760544,0
51,今年A股“吸金额”大增1.6万亿 　牛年还有多少援兵？,369.0400085449219,-0.0019095762172760544,0
52,市场监管总局依法对京东、天猫、唯品会不正当价格行为案作出行政处罚决定,369.0400085449219,-0.0019095762172760544,0
53,12月30日晚间影响市场重要政策消息速递(附新闻联播集锦),369.0400085449219,-0.0019095762172760544,0
54,Nielsen：福克斯(FOXA.US)新闻收视率连续5年登顶,369.0400085449219,-0.0019095762172760544,0
55,美国国会仍有望出台进一步的财务援助举措 　美元指数创逾32个月新低,369.0400085449219,-0.0019095762172760544,0
56,中国联通与海南省政府签署战略合作协议,369.0400085449219,-0.0019095762172760544,0
57,京东业务版块调整：云与AI业务整合到京东数科,369.0400085449219,-0.0019095762172760544,0
58,出手了！京东、天猫、唯品会刚刚被罚！,369.0400085449219,-0.0019095762172760544,0
59,京东集团-SW(09618.HK)拟将京东智联云业务与京东数科进行整合 　余睿出任京东物流CEO,369.0400085449219,-0.0019095762172760544,0
60,王均金辞任东方航空董事,369.0400085449219,-0.0019095762172760544,0
61,虎牙成立海南悦游科技公司 　经营范围含电影发行,369.7453918457031,0.008554108461308552,1
62,苹果开盘涨1%,369.7453918457031,0.008554108461308552,1
63,京东成立京喜事业群：主攻下沉市场,369.7453918457031,0.008554108461308552,1
64,特斯拉中国高管：国产化率目标已基本达成,369.7453918457031,0.008554108461308552,1
65,高途课堂“运营”名师,369.7453918457031,0.008554108461308552,1
66,12月29日晚间重要公告集锦,369.7453918457031,0.008554108461308552,1
67,华钦科技(CLPS.US)宣布收购新加坡IT服务公司Ridik全部剩余股权,369.7453918457031,0.008554108461308552,1
68,中证协：决定将国家电投集团财务有限公司列入限制名单,369.7453918457031,0.008554108461308552,1
69,特斯拉中国高管：国产化率目标已基本达成 　未来降价空间不大,369.7453918457031,0.008554108461308552,1
70,三文鱼美国市场现积极趋势 　零售强劲价格回升,369.7453918457031,0.008554108461308552,1
71,湖北省捐赠蒙古国的茶叶从内蒙古二连浩特口岸出境,369.7453918457031,0.008554108461308552,1
72,苹果在美国推行一对一“师徒学习计划”,369.7453918457031,0.008554108461308552,1
73,荔枝(LIZI.US)车载音频产品全面上线比亚迪汽车DiLink智能网联系统,369.7453918457031,0.008554108461308552,1
74,Moderna(MRNA.US)盘前跌逾4% 　专家称做过面部填充的人士接种其疫苗或有副作用,369.7453918457031,0.008554108461308552,1
75,百度地图公布成绩单：全景地图覆盖95%以上国内城市 　超50万商家入驻,369.7453918457031,0.008554108461308552,1
76,中老铁路轨道铺至琅勃拉邦 　年内建设目标全部实现,369.7453918457031,0.008554108461308552,1
77,名创优品(MNSO.US)盘前涨逾5% 　昨日收跌17.43%,369.7453918457031,0.008554108461308552,1
78,股价腰斩！千亿巨头紧急召开交流会 　自曝四大不足！还向投资人致歉,369.7453918457031,0.008554108461308552,1
79,苹果(AAPL.US)创盘中纪录高点 　全年涨幅在大型科技股中排名第一,369.7453918457031,0.008554108461308552,1
80,法国时装设计师皮尔·卡丹去世 　终年98岁,369.7453918457031,0.008554108461308552,1
81,又大跌！不到4个月股价腰斩 　市值蒸发千亿！“二师兄”彻底不香了,366.5960388183594,0.003882870014656703,1
82,“暖风”来了！电力股再掀涨停潮 　燃气板块蠢蠢欲动,366.5960388183594,0.003882870014656703,1
83,Lyft将为低收入社区提供6000万次往返新冠病毒疫苗接种点服务,366.5960388183594,0.003882870014656703,1
84,一则大消息 　“药中茅台”又飙升！市值破6100亿创新高 　累计暴涨420多倍！,366.5960388183594,0.003882870014656703,1
85,深夜炸雷！百亿股闪崩20% 　40万手封死跌停！茅台一句话 　白酒又炸了！,366.5960388183594,0.003882870014656703,1
86,【展望2021】牛年会遇到牛市吗？,366.5960388183594,0.003882870014656703,1
87,超2000页！英欧到底达成了一份怎样的协议？,366.5960388183594,0.003882870014656703,1
88,人民日报：实现平台经济更加规范更有活力更高质量发展,366.5960388183594,0.003882870014656703,1
89,市值增长15万亿 　白酒、医药与新能源车成年度“财富制造机”,366.5960388183594,0.003882870014656703,1
90,股民炸锅！400亿牛股突然“出事”：董事长涉嫌内幕交易 　已遭立案调查！,366.5960388183594,0.003882870014656703,1
91,日本11月失业率降至2.9%,366.5960388183594,0.003882870014656703,1
92,一起教育科技登陆纳斯达克 　研发占比超五成有望弯道超车,366.5960388183594,0.003882870014656703,1
